Trial,Motor,Response,Timestamp,PID,Device Type
38,4,4,Tue Mar 18 2025 12:46:35 GMT-0400 (Eastern Daylight Time),1530,necklace
39,2,2,Tue Mar 18 2025 12:46:42 GMT-0400 (Eastern Daylight Time),1530,necklace
40,0,1,Tue Mar 18 2025 12:46:45 GMT-0400 (Eastern Daylight Time),1530,necklace
41,3,4,Tue Mar 18 2025 12:46:51 GMT-0400 (Eastern Daylight Time),1530,necklace
42,3,3,Tue Mar 18 2025 12:46:56 GMT-0400 (Eastern Daylight Time),1530,necklace
43,5,4,Tue Mar 18 2025 12:47:00 GMT-0400 (Eastern Daylight Time),1530,necklace
44,2,3,Tue Mar 18 2025 12:47:04 GMT-0400 (Eastern Daylight Time),1530,necklace
45,2,2,Tue Mar 18 2025 12:47:08 GMT-0400 (Eastern Daylight Time),1530,necklace
46,3,3,Tue Mar 18 2025 12:47:11 GMT-0400 (Eastern Daylight Time),1530,necklace
47,2,2,Tue Mar 18 2025 12:47:14 GMT-0400 (Eastern Daylight Time),1530,necklace
48,4,5,Tue Mar 18 2025 12:47:19 GMT-0400 (Eastern Daylight Time),1530,necklace
49,1,1,Tue Mar 18 2025 12:47:25 GMT-0400 (Eastern Daylight Time),1530,necklace
50,5,5,Tue Mar 18 2025 12:47:31 GMT-0400 (Eastern Daylight Time),1530,necklace
51,1,1,Tue Mar 18 2025 12:47:36 GMT-0400 (Eastern Daylight Time),1530,necklace
52,5,4,Tue Mar 18 2025 12:47:43 GMT-0400 (Eastern Daylight Time),1530,necklace
53,1,2,Tue Mar 18 2025 12:47:48 GMT-0400 (Eastern Daylight Time),1530,necklace
54,0,1,Tue Mar 18 2025 12:47:54 GMT-0400 (Eastern Daylight Time),1530,necklace
55,0,0,Tue Mar 18 2025 12:47:59 GMT-0400 (Eastern Daylight Time),1530,necklace
56,4,4,Tue Mar 18 2025 12:48:09 GMT-0400 (Eastern Daylight Time),1530,necklace
57,4,5,Tue Mar 18 2025 12:48:12 GMT-0400 (Eastern Daylight Time),1530,necklace
58,2,2,Tue Mar 18 2025 12:48:17 GMT-0400 (Eastern Daylight Time),1530,necklace
59,2,1,Tue Mar 18 2025 12:48:21 GMT-0400 (Eastern Daylight Time),1530,necklace
60,0,1,Tue Mar 18 2025 12:48:45 GMT-0400 (Eastern Daylight Time),1530,necklace
